day,btc,eth
2025-09-12,116106.03,4714.66
2025-09-13,115968.35,4669.0
2025-09-14,115314.13,4605.93
2025-09-15,115381.08,4524.56
2025-09-16,116832.56,4502.7
2025-09-17,116484.4,4592.17
2025-09-18,117117.99,4589.4
2025-09-19,115690.55,4471.0
2025-09-20,115752.4,4482.69
2025-09-21,115282.27,4447.03
2025-09-22,112736.59,4202.42
2025-09-23,112017.21,4165.19
2025-09-24,113348.17,4153.9
2025-09-25,109035.72,3875.7
2025-09-26,109697.29,4034.27
2025-09-27,109681.16,4020.35
2025-09-28,112197.67,4143.25
2025-09-29,114365.07,4217.25
2025-09-30,114067.71,4145.99
2025-10-01,118659.97,4350.52
2025-10-02,120621.32,4487.49
2025-10-03,122318.4,4515.89
2025-10-04,122458.56,4490.01
2025-10-05,123520.79,4515.4
2025-10-06,124720.09,4686.32
2025-10-07,121393.95,4449.8
2025-10-08,123343.25,4527.3
2025-10-09,121714.51,4370.9
2025-10-10,112980.28,3836.15
2025-10-11,110768.89,3750.6
2025-10-12,115067.98,4156.21
2025-10-13,115274.03,4244.69
2025-10-14,113068.0,4126.39
2025-10-15,110804.12,3987.53
2025-10-16,108198.0,3894.91
2025-10-17,106463.3,3832.99
2025-10-18,107208.91,3890.4
2025-10-19,108676.78,3983.89
2025-10-20,110568.06,3980.42
2025-10-21,108362.27,3874.57
2025-10-22,107585.98,3806.12
2025-10-23,110116.03,3858.41
2025-10-24,111042.13,3936.1
2025-10-25,111666.21,3954.52
2025-10-26,114548.09,4158.81
2025-10-27,114087.06,4120.1
2025-10-28,112906.75,3980.25
2025-10-29,110032.13,3904.2
2025-10-30,108308.18,3804.02
2025-10-31,109555.27,3845.79
2025-11-01,110052.25,3872.16
2025-11-02,110536.01,3905.97
2025-11-03,106557.98,3602.88
2025-11-04,101468.15,3286.21
2025-11-05,103869.0,3423.89
2025-11-06,101290.5,3313.46
2025-11-07,103284.27,3433.71
2025-11-08,102285.57,3400.46
2025-11-09,104694.95,3582.92
2025-11-10,105979.38,3566.49
2025-11-11,103009.35,3416.54
2025-11-12,101639.01,3414.06
2025-11-13,99614.54,3229.65
2025-11-14,94503.96,3109.49
2025-11-15,95544.94,3166.3
2025-11-16,94183.97,3092.25
2025-11-17,92100.6,3027.89
2025-11-18,92914.46,3121.74
2025-11-19,91461.6,3023.1
2025-11-20,86536.88,2830.59
2025-11-21,85068.88,2763.99
2025-11-22,84684.0,2768.5
2025-11-23,86808.28,2801.14
2025-11-24,88266.2,2952.59
2025-11-25,87325.01,2958.17
2025-11-26,90468.84,3026.43
2025-11-27,91316.7,3014.86
2025-11-28,90902.7,3031.86
2025-11-29,90828.06,2990.31
2025-11-30,90369.51,2991.9
2025-12-01,86282.36,2798.3
2025-12-02,91308.05,2996.7
2025-12-03,93453.84,3189.79
2025-12-04,92093.54,3134.13
2025-12-05,89345.29,3022.61
2025-12-06,89267.97,3039.13
2025-12-07,90402.29,3061.0
2025-12-08,90653.86,3124.93
2025-12-09,92690.0,3318.54
2025-12-10,92035.99,3325.02
2025-12-11,92542.0,3237.4
2025-12-12,90278.0,3084.91
2025-12-13,90255.32,3115.0
2025-12-14,88171.61,3063.3
2025-12-15,86417.5,2964.4
2025-12-16,87854.01,2961.96
2025-12-17,86209.77,2832.25
2025-12-18,85460.02,2826.57
2025-12-19,88092.65,2978.03
2025-12-20,88324.0,2976.6
2025-12-21,88639.95,3001.42
2025-12-22,88556.77,3007.69
2025-12-23,87429.32,2962.85
2025-12-24,87609.03,2945.07
2025-12-25,87171.68,2902.34
2025-12-26,87296.01,2925.43
2025-12-27,87808.0,2946.6
2025-12-28,87877.29,2948.92
2025-12-29,87110.78,2934.19
2025-12-30,88397.5,2970.42
2025-12-31,87497.94,2966.84
2026-01-01,88738.34,3000.41
2026-01-02,89957.99,3125.24
2026-01-03,90598.02,3125.43
2026-01-04,91494.0,3143.14
2026-01-05,93870.06,3225.19
2026-01-06,93722.01,3295.59
2026-01-07,91279.73,3165.64
2026-01-08,91026.0,3104.3
2026-01-09,90515.45,3084.31
2026-01-10,90385.54,3082.39
2026-01-11,90872.01,3118.65
2026-01-12,91188.09,3091.94
2026-01-13,95384.23,3323.38
2026-01-14,96955.16,3354.82
2026-01-15,95587.65,3317.98
2026-01-16,95504.0,3294.88
2026-01-17,95109.99,3309.33
2026-01-18,93633.53,3282.55
2026-01-19,92559.66,3187.51
2026-01-20,88310.6,2936.5
2026-01-21,89363.71,2979.6
2026-01-22,89463.5,2949.36
2026-01-23,89474.93,2952.77
2026-01-24,89082.17,2948.86
2026-01-25,86561.94,2814.28
2026-01-26,88250.01,2926.85
2026-01-27,89116.96,3021.91
2026-01-28,89162.4,3006.17
2026-01-29,84513.2,2817.79
2026-01-30,84110.99,2702.69
2026-01-31,78648.0,2449.36
2026-02-01,76895.53,2268.18
2026-02-02,78666.85,2345.11
2026-02-03,75661.49,2230.48
2026-02-04,72998.0,2143.57
2026-02-05,62791.0,1823.2
2026-02-06,70527.7,2061.95
2026-02-07,69244.74,2086.17
2026-02-08,70279.33,2088.42
2026-02-09,70101.99,2103.83
2026-02-10,68803.65,2021.71
2026-02-11,67024.93,1939.45
2026-02-12,66208.0,1946.11
2026-02-13,68812.0,2047.48
2026-02-14,69786.96,2085.4
2026-02-15,68792.0,1965.36
2026-02-16,68858.13,1997.28
2026-02-17,67466.7,1990.83
2026-02-18,66419.79,1955.01
2026-02-19,66972.5,1948.16
2026-02-20,67984.42,1968.13
2026-02-21,67955.78,1973.0
2026-02-22,67617.98,1956.84
2026-02-23,64625.78,1855.52
2026-02-24,64068.33,1851.94
2026-02-25,67992.68,2057.71
2026-02-26,67490.51,2027.9
2026-02-27,65859.94,1929.61
2026-02-28,66967.85,1964.71
2026-03-01,65769.0,1939.68
2026-03-02,68832.01,2027.49
2026-03-03,68335.99,1982.87
2026-03-04,72683.26,2127.61
2026-03-05,70887.6,2072.99
2026-03-06,68108.24,1978.49
2026-03-07,67259.62,1969.61
2026-03-08,65970.56,1936.93
2026-03-09,68432.17,1993.19
2026-03-10,69960.83,2036.8
2026-03-11,70208.0,2052.25
2026-03-12,70531.56,2074.0
2026-03-13,70944.33,2092.81
2026-03-14,71232.02,2096.7
2026-03-15,72830.01,2178.67
2026-03-16,74886.47,2352.94
2026-03-17,73934.11,2318.03
2026-03-18,71245.02,2203.47
2026-03-19,69918.3,2137.98
2026-03-20,70497.01,2145.89
2026-03-21,68912.02,2084.64
2026-03-22,67844.94,2053.49
2026-03-23,70874.23,2151.71
2026-03-24,70533.49,2155.56
2026-03-25,71301.53,2167.98
2026-03-26,68769.02,2058.74
2026-03-27,66353.34,1991.55
2026-03-28,66320.15,1992.98
2026-03-29,65956.94,1982.96
2026-03-30,66737.18,2024.6
2026-03-31,68221.85,2103.61
2026-04-01,68112.35,2140.21
2026-04-02,66894.48,2056.78
2026-04-03,66959.99,2053.52
2026-04-04,67291.73,2065.17
2026-04-05,69005.0,2109.24
2026-04-06,68853.61,2107.39
2026-04-07,71910.2,2239.68
2026-04-08,71085.99,2190.24
2026-04-09,71798.01,2190.15
2026-04-10,72997.88,2246.29
2026-04-11,73086.0,2285.79
2026-04-12,70755.35,2191.8
2026-04-13,74446.0,2370.28
2026-04-14,74179.04,2323.58
2026-04-15,74836.31,2360.6
2026-04-16,75163.09,2348.61
2026-04-17,77098.01,2419.81
2026-04-18,75736.82,2351.36
2026-04-19,73823.14,2263.89
2026-04-20,75864.86,2314.79
2026-04-21,76348.58,2328.0
2026-04-22,78208.52,2375.21
2026-04-23,78281.32,2331.08
2026-04-24,77461.8,2315.81
2026-04-25,77650.72,2319.97
2026-04-26,78673.83,2370.47
2026-04-27,77364.42,2303.44
2026-04-28,76317.99,2289.29
2026-04-29,75752.88,2251.85
2026-04-30,76305.78,2256.8
2026-05-01,78234.05,2295.54
2026-05-02,78682.31,2316.89
2026-05-03,78558.89,2322.5
2026-05-04,79852.37,2346.95
2026-05-05,80907.72,2360.5
2026-05-06,81438.1,2350.66
2026-05-07,80005.38,2290.81
2026-05-08,80188.82,2307.24
2026-05-09,80655.96,2326.16
2026-05-10,82199.99,2371.12
2026-05-11,81727.06,2339.39
2026-05-12,80484.72,2274.43
2026-05-13,79288.26,2257.85
2026-05-14,81079.39,2283.08
2026-05-15,79058.51,2223.0
2026-05-16,78105.45,2179.96
2026-05-17,77407.59,2129.74
2026-05-18,76943.98,2128.57
2026-05-19,76767.48,2110.06
2026-05-20,77475.99,2127.49
2026-05-21,77547.62,2131.96
2026-05-22,75443.91,2063.39
2026-05-23,76650.0,2115.04
2026-05-24,76975.99,2097.35
2026-05-25,77249.07,2110.91
2026-05-26,75826.1,2070.88
2026-05-27,74315.98,2021.64
2026-05-28,73512.56,2006.61
2026-05-29,73366.77,2011.65
2026-05-30,73770.69,2019.58
2026-05-31,73575.17,2004.0
2026-06-01,71314.42,2004.0
2026-06-02,66658.35,1857.32
2026-06-03,64040.0,1810.66
2026-06-04,63806.02,1768.53
2026-06-05,61032.0,1582.85
2026-06-06,60850.48,1568.87
2026-06-07,63302.73,1689.75
2026-06-08,63062.98,1689.89
2026-06-09,61685.8,1638.45
2026-06-10,61449.46,1620.03
2026-06-11,63563.42,1671.94
2026-06-12,63538.43,1665.52
2026-06-13,64429.99,1680.3
2026-06-14,65706.62,1724.73
2026-06-15,66276.8,1795.01
2026-06-16,65616.64,1791.24
2026-06-17,64446.04,1749.0
2026-06-18,62879.01,1709.01
2026-06-19,63475.2,1709.42
2026-06-20,64222.99,1738.46
2026-06-21,63235.63,1704.8
2026-06-22,63950.61,1726.15
2026-06-23,62644.86,1665.04
2026-06-24,59292.63,1559.69
